"Model","Scenario","Region","Variable","Unit","2020","2021","2022","2023","2024","2025","2030","2035","2040","2045","2050"
"IMAGE 3.2","SSP1_SPA1_19I_LIRE_LB","Japan","Emissions|Kyoto Gases","Mt CO2-equiv/yr",1125.702026367188,"","","","",886.3187866210938,412.2641906738281,277.6776123046875,136.7864990234375,47.89662170410156,-9.746697425842283
"IMAGE 3.2","SSP1_SPA1_19I_D_LB","World","Emissions|CO2","Mt CO2/yr",39975.46810259247,"","","","",37048.95247732642,22594.88802288741,14014.47623825321,7129.294434241868,2653.70815046911,-732.2872569431992
"IMAGE 3.2","SSP1_SPA1_19I_D_LB","World","Emissions|CH4","Mt CH4/yr",357.1086120605469,"","","","",327.3410034179688,258.2189025878906,217.6977996826172,192.3464050292969,175.9268035888672,158.7789001464844
"IMAGE 3.2","SSP1_SPA1_19I_D_LB","World","Secondary Energy|Electricity|Gas","EJ/yr",21.553500864,"","","","",20.542347677,19.960536288,13.619329248,17.27339396,22.893436308,27.58343774
"IMAGE 3.2","SSP1_SPA1_19I_D_LB","World","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",24.34539442264063,"","","","",29.7566926415,62.729849847,88.56656512,107.465348672,124.910187808,136.559598176
"IMAGE 3.2","SSP1_SPA1_19I_D_LB","World","Primary Energy|Gas","EJ/yr",130.389796875,"","","","",129.8531015625,121.192796875,113.0956015625,120.359,139.201703125,152.261296875
"IMAGE 3.2","SSP1_SPA1_19I_D_LB","World","Secondary Energy|Electricity|Biomass","EJ/yr",1.834590528,"","","","",2.721112391,4.922388666000001,5.83758592,6.101269903230469,5.217600595,5.446399459
"IMAGE 3.2","SSP1_SPA1_19I_D_LB","World","Secondary Energy|Electricity","EJ/yr",102.554001408,"","","","",99.525943296,111.523602432,121.572401152,141.444907008,161.984495616,178.54570496
"IMAGE 3.2","SSP1_SPA1_19I_D_LB","World","Secondary Energy|Electricity|Coal","EJ/yr",40.35233510400001,"","","","",32.79483991670313,8.972826113,1.02589547459375,1.056872864,1.444346251,1.72590866
"IMAGE 3.2","SSP1_SPA1_19I_D_LB","World","Primary Energy|Oil","EJ/yr",172.6815,"","","","",180.8815,154.005203125,126.369796875,101.705703125,82.216421875,70.2537890625
"IMAGE 3.2","SSP1_SPA1_19I_D_LB","World","Primary Energy","EJ/yr",579.7648125000001,"","","","",564.528375,506.8798125,466.41840625,451.6243125,454.9078125,462.313
"IMAGE 3.2","SSP1_SPA1_19I_D_LB","World","Primary Energy|Coal","EJ/yr",182.463703125,"","","","",150.8755,77.24236718750001,43.84673046875,34.91412890625,29.4040390625,24.96480078125
"IMAGE 3.2","SSP1_SPA1_19I_D_LB","World","Primary Energy|Non-Biomass Renewables","EJ/yr",24.34539442264063,"","","","",29.7566926415,62.729849847,88.56656512,107.465348672,124.910187808,136.559598176
"IMAGE 3.2","SSP1_SPA1_19I_D_LB","World","Primary Energy|Biomass","EJ/yr",59.038880859375,"","","","",61.97425122070312,86.81708984375,94.947849609375,90.987478515625,85.129478515625,84.974220703125
"IMAGE 3.2","SSP1_SPA1_19I_D_LB","World","Secondary Energy","EJ/yr",346.5638125,"","","","",355.3425,335.8466875,327.016,316.0918125,311.6081875,312.1491875
"IMAGE 3.2","SSP1_SPA1_19I_D_LB","World","Primary Energy|Biomass|Electricity","EJ/yr",5.437147648000001,"","","","",8.301954627,15.766799368,18.11181248,18.54074094764844,16.108872922,17.004642962
"IMAGE 3.2","SSP1_SPA1_19I_D_LB","World","Emissions|Kyoto Gases","Mt CO2-equiv/yr",52159.5390625,"","","","",48265.75,31721.01953125,21989.619140625,14367.0703125,9362.4345703125,5430.83984375
"IMAGE 3.2","SSP1_SPA1_19I_D_LB","Japan","Emissions|CO2","Mt CO2/yr",1059.08144133977,"","","","",828.9720917501658,416.5296631238038,320.4872055345063,206.5606702356565,124.0953305675151,68.15563393258756
"IMAGE 3.2","SSP1_SPA1_19I_D_LB","Japan","Emissions|CH4","Mt CH4/yr",1.773308038711548,"","","","",1.438536047935486,1.124572992324829,0.8615006804466248,0.7396581768989563,0.6233857870101929,0.5274341106414795
"IMAGE 3.2","SSP1_SPA1_19I_D_LB","Japan","Secondary Energy|Electricity|Gas","EJ/yr",1.42211748506604,"","","","",0.9808728710642484,0.776656337259936,0.3689114830010015,0.3922721770007202,0.3685220833985182,0.613788681093996
"IMAGE 3.2","SSP1_SPA1_19I_D_LB","Japan","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",0.6287948423125,"","","","",0.707139022,0.9586959713125,1.041856657,1.194814754,1.32034346,1.276685772
"IMAGE 3.2","SSP1_SPA1_19I_D_LB","Japan","Primary Energy|Gas","EJ/yr",4.4061328125,"","","","",3.4715048828125,2.92881689453125,2.16143408203125,2.30110400390625,2.422445068359375,3.074708984375
"IMAGE 3.2","SSP1_SPA1_19I_D_LB","Japan","Secondary Energy|Electricity|Biomass","EJ/yr",0.2248884,"","","","",0.245648992,0.20346295459375,0.1182308337695313,0.177007882,0.207510418,0.245366384
"IMAGE 3.2","SSP1_SPA1_19I_D_LB","Japan","Secondary Energy|Electricity","EJ/yr",4.032442112,"","","","",3.465171968,3.26027904,3.179482112,3.539591936,3.76779904,3.894646016
"IMAGE 3.2","SSP1_SPA1_19I_D_LB","Japan","Secondary Energy|Electricity|Coal","EJ/yr",1.236279925144043,"","","","",0.8191200677774506,0.0670083809448242,0.01602855846875,0.006349634828125,0.0010547356289062,0.0050377960429687
"IMAGE 3.2","SSP1_SPA1_19I_D_LB","Japan","Primary Energy|Oil","EJ/yr",6.99476806640625,"","","","",6.4332548828125,4.99851123046875,3.993131103515625,3.072384033203125,2.27722998046875,1.710406982421875
"IMAGE 3.2","SSP1_SPA1_19I_D_LB","Japan","Primary Energy","EJ/yr",17.528419921875,"","","","",15.6932998046875,13.1615595703125,11.7126103515625,11.3098203125,10.769599609375,10.586150390625
"IMAGE 3.2","SSP1_SPA1_19I_D_LB","Japan","Primary Energy|Coal","EJ/yr",4.5762001953125,"","","","",3.436361083984375,1.729927001953125,1.626474975585938,1.577636962890625,1.385342041015625,1.218171997070312
"IMAGE 3.2","SSP1_SPA1_19I_D_LB","Japan","Primary Energy|Non-Biomass Renewables","EJ/yr",0.6287948423125,"","","","",0.707139022,0.9586959713125,1.041856657,1.194814754,1.32034346,1.276685772
"IMAGE 3.2","SSP1_SPA1_19I_D_LB","Japan","Primary Energy|Biomass","EJ/yr",0.6982141509056091,"","","","",1.131677346229553,1.371855718135834,1.296937314033508,1.420839909553528,1.497680249214172,1.565801161766052
"IMAGE 3.2","SSP1_SPA1_19I_D_LB","Japan","Secondary Energy","EJ/yr",11.41758984375,"","","","",11.405830078125,10.0549697265625,9.472455078125,8.940375,8.576025390625,8.16676318359375
"IMAGE 3.2","SSP1_SPA1_19I_D_LB","Japan","Primary Energy|Biomass|Electricity","EJ/yr",0.5024582080000001,"","","","",0.5488426240000001,0.454807490375,0.2650859321015625,0.40227651,0.476537906,0.583638172
"IMAGE 3.2","SSP1_SPA1_19I_D_LB","Japan","Emissions|Kyoto Gases","Mt CO2-equiv/yr",1126.255004882812,"","","","",885.9611206054688,459.5736083984375,353.2723999023438,235.1869964599609,148.4761047363281,89.44261169433594
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","World","Emissions|CO2","Mt CO2/yr",39262.8459,"","","","",29641.526,21637.6772,15691.9004,11271.2644,7227.6176,3254.7994
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","World","Emissions|CH4","Mt CH4/yr",362.1865,"","","","",280.9028,243.8656,228.0368,218.3654,209.3571,198.6982
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","World","Secondary Energy|Electricity|Gas","EJ/yr",25.1426,"","","","",26.6911,20.6038,11.4555,10.6167,7.9276,6.1474
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","World","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",29.4159,"","","","",54.2387,100.7793,148.4757,187.631,229.6058,268.95
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","World","Primary Energy|Gas","EJ/yr",130.0861,"","","","",130.8151,118.1633,96.9315,84.3557,70.1719,60.5482
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","World","Secondary Energy|Electricity|Biomass","EJ/yr",2.0731,"","","","",2.4768,2.8811,3.297,3.9378,4.6715,5.2747
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","World","Secondary Energy|Electricity","EJ/yr",99.7564,"","","","",109.0947,136.5083,175.5067,216.7617,259.4307,300.6279
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","World","Secondary Energy|Electricity|Coal","EJ/yr",32.8913,"","","","",16.0846,1.9158,0.044,0.0205,0.014,0.0083
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","World","Primary Energy|Oil","EJ/yr",185.5183,"","","","",188.0351,189.6489,176.8473,145.0534,114.6384,82.6332
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","World","Primary Energy","EJ/yr",557.6109,"","","","",526.438,519.5219,526.2877,532.4107,547.9247,563.7883
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","World","Primary Energy|Coal","EJ/yr",144.6241,"","","","",76.2055,21.1816,4.729,2.8898,2.4118,1.853
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","World","Primary Energy|Non-Biomass Renewables","EJ/yr",29.702,"","","","",55.8446,108.5489,163.9232,208.8255,256.9442,302.7023
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","World","Primary Energy|Biomass","EJ/yr",59.6124,"","","","",67.7336,74.0768,75.6636,82.705,95.1538,107.5881
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","World","Secondary Energy","EJ/yr",435.1187,"","","","",436.3415,462.6237,481.4254,485.2731,497.0771,511.6006
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","World","Primary Energy|Biomass|Electricity","EJ/yr",6.0406,"","","","",6.9175,7.8534,8.8366,10.2223,11.6526,12.7025
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","World","Emissions|Kyoto Gases","Mt CO2-equiv/yr",54225.9371,"","","","",41192.4378,31828.5396,25360.6033,20635.6718,16402.6893,12148.0314
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","Japan","Emissions|CO2","Mt CO2/yr",1133.2612,"","","","",866.8889,601.77,375.2653,208.5918,107.2416,25.0854
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","Japan","Emissions|CH4","Mt CH4/yr",1.2661,"","","","",0.9619,0.8998,0.8455,0.7932,0.7423,0.6966
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","Japan","Secondary Energy|Electricity|Gas","EJ/yr",1.2484,"","","","",0.9502,0.6383,0.2823,0.107,0.0896,0.0586
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","Japan","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",0.7521,"","","","",1.1068,1.7194,2.4216,2.9813,3.4929,3.883
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","Japan","Primary Energy|Gas","EJ/yr",4.1526,"","","","",3.5227,2.8264,1.9847,1.201,0.9544,0.8589
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","Japan","Secondary Energy|Electricity|Biomass","EJ/yr",0.228,"","","","",0.2849,0.2876,0.301,0.3153,0.3174,0.3017
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","Japan","Secondary Energy|Electricity","EJ/yr",3.7352,"","","","",3.4455,3.5441,3.7739,4.31,4.8415,5.1937
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","Japan","Secondary Energy|Electricity|Coal","EJ/yr",0.9438,"","","","",0.4565,0.2323,0.0188,0.0012,0.0009,0.0006
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","Japan","Primary Energy|Oil","EJ/yr",7.6879,"","","","",6.9712,5.8007,4.7674,3.4423,2.4858,1.5818
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","Japan","Primary Energy","EJ/yr",17.5293,"","","","",15.1731,13.1682,11.6275,10.498,10.1934,9.8085
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","Japan","Primary Energy|Coal","EJ/yr",3.9902,"","","","",2.0937,0.8814,0.1607,0.097,0.0932,0.0733
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","Japan","Primary Energy|Non-Biomass Renewables","EJ/yr",0.764,"","","","",1.1452,1.8134,2.5797,3.185,3.74,4.1763
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","Japan","Primary Energy|Biomass","EJ/yr",0.6859,"","","","",1.0111,1.2511,1.437,1.7574,2.1177,2.3636
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","Japan","Secondary Energy","EJ/yr",12.9079,"","","","",11.9525,11.0903,10.2727,9.2652,8.8732,8.4901
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","Japan","Primary Energy|Biomass|Electricity","EJ/yr",0.5901,"","","","",0.7314,0.7408,0.7808,0.8193,0.8198,0.772
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","Japan","Emissions|Kyoto Gases","Mt CO2-equiv/yr",1282.5777,"","","","",957.5335,667.8141,432.3631,257.7102,153.9515,69.2055
"REMIND 1.7","CEMICS-1.5-CDR8","World","Emissions|CO2","Mt CO2/yr",45912.1453,"","","","",31680.37,16490.85,2461.416,-2537.753,-4129.65,-5162.446
"REMIND 1.7","CEMICS-1.5-CDR8","World","Emissions|CH4","Mt CH4/yr",404.2283,"","","","",309.1113,252.5066,230.0036,222.0668,215.8972,206.7149
"REMIND 1.7","CEMICS-1.5-CDR8","World","Secondary Energy|Electricity|Gas","EJ/yr",29.2896,"","","","",23.0439,12.4645,2.9621,0.0507,0.026,0.0209
"REMIND 1.7","CEMICS-1.5-CDR8","World","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",27.8269,"","","","",48.8417,92.6419,152.3352,215.7614,273.3366,323.907
"REMIND 1.7","CEMICS-1.5-CDR8","World","Primary Energy|Gas","EJ/yr",150.4779,"","","","",113.5545,65.7362,33.4293,31.3296,33.7911,32.7379
"REMIND 1.7","CEMICS-1.5-CDR8","World","Secondary Energy|Electricity|Biomass","EJ/yr",1.1714,"","","","",1.2395,1.1753,1.0515,0.8611000000000001,0.604,0.3521
"REMIND 1.7","CEMICS-1.5-CDR8","World","Secondary Energy|Electricity","EJ/yr",102.7867,"","","","",106.1733,131.1666,178.3994,241.8005,302.2603,354.4806
"REMIND 1.7","CEMICS-1.5-CDR8","World","Secondary Energy|Electricity|Coal","EJ/yr",34.0913,"","","","",21.4145,9.8182,2.295,0.8147000000000001,0.8656,0.8483
"REMIND 1.7","CEMICS-1.5-CDR8","World","Primary Energy|Oil","EJ/yr",187.5331,"","","","",149.9934,122.5866,86.1932,55.9607,34.6811,21.4543
"REMIND 1.7","CEMICS-1.5-CDR8","World","Primary Energy","EJ/yr",609.8713,"","","","",505.3578,445.8537,455.2275,528.8336,600.7909,665.3393
"REMIND 1.7","CEMICS-1.5-CDR8","World","Primary Energy|Coal","EJ/yr",172.7687,"","","","",105.7857,45.4884,9.5415,3.3445,3.1677,2.906
"REMIND 1.7","CEMICS-1.5-CDR8","World","Primary Energy|Non-Biomass Renewables","EJ/yr",28.3421,"","","","",50.8548,102.996,180.701,265.5168,342.6253,409.9359
"REMIND 1.7","CEMICS-1.5-CDR8","World","Primary Energy|Biomass","EJ/yr",61.8924,"","","","",74.5569,95.4083,128.2003,152.3371,164.1308,174.8481
"REMIND 1.7","CEMICS-1.5-CDR8","World","Primary Energy|Biomass|Electricity","EJ/yr",3.5308,"","","","",3.6751,3.4707,3.0762,2.473,1.6678,0.9048
"REMIND 1.7","CEMICS-1.5-CDR8","World","Emissions|Kyoto Gases","Mt CO2-equiv/yr",62170.2981,"","","","",44178.95,27052.98,12248.43,6931.012,5177.209,3874.035
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","World","Emissions|CO2","Mt CO2/yr",40025.03971718031,"","","","",37462.88476903072,24949.76709211191,16812.67464345551,11035.70613707095,6176.764079337566,1701.291931307007
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","World","Emissions|CH4","Mt CH4/yr",357.2663879394531,"","","","",335.9238891601562,283.9883117675781,246.8883056640625,226.0697021484375,213.2691955566406,201.5603942871094
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","World","Secondary Energy|Electricity|Gas","EJ/yr",21.586358928,"","","","",20.171540732,26.728805728,28.348049984,40.152570988,53.979674952,63.71361099800001
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","World","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",24.3210589531875,"","","","",28.932897765,43.53911174,53.503823688,61.554756122,71.388193728,81.42165696
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","World","Primary Energy|Gas","EJ/yr",130.5371015625,"","","","",129.7668984375,137.958,141.751796875,162.012796875,192.54159375,216.00109375
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","World","Secondary Energy|Electricity|Biomass","EJ/yr",1.837584256,"","","","",2.6116122,4.956990654,6.38799232,6.442335168000001,5.635758263191406,5.363328926
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","World","Secondary Energy|Electricity","EJ/yr",102.662602752,"","","","",97.950359552,106.993696768,113.626800128,134.881001472,159.237701632,181.685600256
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","World","Secondary Energy|Electricity|Coal","EJ/yr",40.483035904,"","","","",32.6636485375,10.8615066193125,1.7879059081875,1.94386648559375,2.106909337289063,2.270586332882813
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","World","Primary Energy|Oil","EJ/yr",172.608796875,"","","","",187.018,166.59109375,141.989,116.667296875,92.583140625,74.94784375
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","World","Primary Energy","EJ/yr",580.1953125,"","","","",571.4731875,536.5186875,504.0965,499.3778125,506.7498125,520.55490625
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","World","Primary Energy|Coal","EJ/yr",182.818296875,"","","","",150.774296875,83.4762578125,47.50073046875,39.4347890625,32.10466015625,27.0704296875
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","World","Primary Energy|Non-Biomass Renewables","EJ/yr",24.3210589531875,"","","","",28.932897765,43.53911174,53.503823688,61.554756122,71.388193728,81.42165696
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","World","Primary Energy|Biomass","EJ/yr",59.065150390625,"","","","",63.81910888671875,95.845580078125,110.609701171875,109.680291015625,107.323712890625,109.404548828125
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","World","Secondary Energy","EJ/yr",346.64159375,"","","","",360.40140625,345.6231875,332.95190625,318.2055,310.3883125,310.978
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","World","Primary Energy|Biomass|Electricity","EJ/yr",5.455949376,"","","","",7.997517526,15.917199688,19.3951568,18.940360576,16.56193918289844,16.113363385
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","World","Emissions|Kyoto Gases","Mt CO2-equiv/yr",52247.8984375,"","","","",48980.37890625,34943.6015625,25785.349609375,19409.259765625,14153.400390625,9303.49609375
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","Japan","Emissions|CO2","Mt CO2/yr",1068.338745214309,"","","","",854.9002075972494,416.7115250012617,333.3423589373676,236.6058273530526,157.8314081971282,93.83989652850974
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","Japan","Emissions|CH4","Mt CH4/yr",1.766270995140076,"","","","",1.45462703704834,1.162322998046875,0.9496707916259766,0.8762167096138,0.7930126190185547,0.7386844754219055
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","Japan","Secondary Energy|Electricity|Gas","EJ/yr",1.38234956370398,"","","","",0.8719015572690834,0.4992006845901406,0.2329312460008342,0.2806398610006784,0.244868748500086,0.26479000840645
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","Japan","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",0.62922474659375,"","","","",0.696282775,0.8737803040000001,0.94286904,0.971735288,1.065695307,1.0922234
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","Japan","Primary Energy|Gas","EJ/yr",4.32714892578125,"","","","",3.23331689453125,2.308847900390625,1.81077001953125,2.08483203125,2.288306884765625,2.554904052734375
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","Japan","Secondary Energy|Electricity|Biomass","EJ/yr",0.219058704,"","","","",0.209227504,0.1564248,0.074880252890625,0.04705076,0.00218218478125,0.027635169
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","Japan","Secondary Energy|Electricity","EJ/yr",4.047894016,"","","","",3.45972608,3.125304064,3.008883968,3.220350976,3.424999936,3.60082304
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","Japan","Secondary Energy|Electricity|Coal","EJ/yr",1.308793962471924,"","","","",0.9669433549716796,0.0657569557041015,0.0126532768764648,0.0074156546171875,0.0009350280234375,0.0023359209882812
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","Japan","Primary Energy|Oil","EJ/yr",6.9673330078125,"","","","",6.546842773437501,5.0547900390625,4.2214658203125,3.352701904296875,2.516409912109375,1.771734008789063
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","Japan","Primary Energy","EJ/yr",17.579849609375,"","","","",15.8522099609375,13.0282998046875,11.765509765625,11.159080078125,10.393919921875,9.8998916015625
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","Japan","Primary Energy|Coal","EJ/yr",4.7482158203125,"","","","",3.800153076171875,1.6921669921875,1.517234985351563,1.494713989257813,1.312753051757813,1.16652294921875
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","Japan","Primary Energy|Non-Biomass Renewables","EJ/yr",0.62922474659375,"","","","",0.696282775,0.8737803040000001,0.94286904,0.971735288,1.065695307,1.0922234
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","Japan","Primary Energy|Biomass","EJ/yr",0.683760383605957,"","","","",1.046866887569428,1.607374303817749,1.548142458438873,1.356565557718277,1.102047834157944,1.106812568426132
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","Japan","Secondary Energy","EJ/yr",11.417150390625,"","","","",11.5192900390625,10.24176953125,9.596619140625,8.9875703125,8.5526943359375,8.07265087890625
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","Japan","Primary Energy|Biomass|Electricity","EJ/yr",0.489432992,"","","","",0.467467584,0.349492896,0.167285714296875,0.104497063,0.0044567755234375,0.07292408
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","Japan","Emissions|Kyoto Gases","Mt CO2-equiv/yr",1135.845947265625,"","","","",913.315673828125,462.1177978515625,370.2668151855469,269.9071044921875,188.4523010253906,122.9065017700195
"COFFEE 1.1","EN_NPi2020_400","World","Emissions|CO2","Mt CO2/yr",37662.7342475,"","","","",22493.581467,13448.87858,9891.610155,6102.774560000001,1098.889211,15.68849599999986
"COFFEE 1.1","EN_NPi2020_400","World","Emissions|CH4","Mt CH4/yr",374.0746685452509,"","","","",336.1863036805888,307.4187918161658,267.0933839395736,263.0185741656808,255.2990890114817,239.3560747931801
"COFFEE 1.1","EN_NPi2020_400","World","Secondary Energy|Electricity|Gas","EJ/yr",19.81003739058346,"","","","",9.57899695307112,0,0,0,0,0
"COFFEE 1.1","EN_NPi2020_400","World","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",25.42552127660736,"","","","",75.18034804935283,122.1328260783255,160.2669303537532,204.1158708266489,234.2186317848012,257.5986224223805
"COFFEE 1.1","EN_NPi2020_400","World","Primary Energy|Gas","EJ/yr",131.620022141328,"","","","",103.1016648947397,73.74856244561107,67.94328450035519,54.40884103526601,44.91985975872349,45.18552301808241
"COFFEE 1.1","EN_NPi2020_400","World","Secondary Energy|Electricity|Biomass","EJ/yr",0.0819936,"","","","",1.346502118363344,1.594305636312096,2.47038937641432,2.6057662138656,2.426963945976144,2.022861210405984
"COFFEE 1.1","EN_NPi2020_400","World","Secondary Energy|Electricity","EJ/yr",91.77882178079462,"","","","",116.8703811031444,140.7936614745641,184.1151025974622,234.0065056415757,268.1967013592925,291.9937847522506
"COFFEE 1.1","EN_NPi2020_400","World","Secondary Energy|Electricity|Coal","EJ/yr",33.36303987921657,"","","","",16.46797283474342,0.537842208259584,2.406993214275216,4.320653470547759,7.08359750688384,7.761329114268815
"COFFEE 1.1","EN_NPi2020_400","World","Primary Energy|Oil","EJ/yr",180.4493632853117,"","","","",149.8473598351838,146.5225999058857,140.7879554793595,122.8174651613606,93.8450812239517,81.7718715722134
"COFFEE 1.1","EN_NPi2020_400","World","Primary Energy","EJ/yr",546.3160002495653,"","","","",482.0006776690456,493.3893690309095,545.161990230271,601.2680146109074,626.2085826291055,646.4531274386924
"COFFEE 1.1","EN_NPi2020_400","World","Primary Energy|Coal","EJ/yr",150.697921384872,"","","","",85.56867574499522,35.39518894276112,38.3974311538656,43.91212078095409,46.56361726295712,48.189583852596
"COFFEE 1.1","EN_NPi2020_400","World","Primary Energy|Non-Biomass Renewables","EJ/yr",25.42552127660736,"","","","",75.18034804935283,122.1328260783255,160.2669303537532,204.1158708266489,234.2186317848012,257.5986224223805
"COFFEE 1.1","EN_NPi2020_400","World","Primary Energy|Biomass","EJ/yr",46.21965081714805,"","","","",54.81922151495073,99.88272068585744,119.6257305809566,153.8796331672027,183.0240159680792,189.9266860592633
"COFFEE 1.1","EN_NPi2020_400","World","Secondary Energy","EJ/yr",594.856571494059,"","","","",475.9600161120076,470.8437341824362,465.3032503521117,473.079518825877,467.0295619152411,461.9140864375069
"COFFEE 1.1","EN_NPi2020_400","World","Emissions|Kyoto Gases","Mt CO2-equiv/yr",51673.5022717636,"","","","",35296.95797909657,25309.65048533856,20503.87827251412,16492.13300593318,11241.13002636417,9059.615179654844
"COFFEE 1.1","EN_NPi2020_400","Japan","Emissions|CO2","Mt CO2/yr",1276.26442,"","","","",763.73542,429.75634,299.85934,169.105603,67.603187,48.706301
"COFFEE 1.1","EN_NPi2020_400","Japan","Emissions|CH4","Mt CH4/yr",2.165159523420994,"","","","",2.136030724150173,2.028712298948034,2.599009481920441,2.009308679390703,2.10664455480219,1.958579831238541
"COFFEE 1.1","EN_NPi2020_400","Japan","Secondary Energy|Electricity|Gas","EJ/yr",1.41637639259808,"","","","",0.70820390028096,0,0,0,0,0
"COFFEE 1.1","EN_NPi2020_400","Japan","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",0.67625073072,"","","","",2.250447307776,3.812942144240639,4.99496431263552,5.907616152635518,6.14601695967552,6.554611882235519
"COFFEE 1.1","EN_NPi2020_400","Japan","Primary Energy|Gas","EJ/yr",6.8735613312,"","","","",4.5717959952,3.06189078912,1.65842841312,0.2375283951359999,0.1929061850399999,0.070016353344
"COFFEE 1.1","EN_NPi2020_400","Japan","Secondary Energy|Electricity|Biomass","EJ/yr",0,"","","","",0.01022879494656,0,0,0,0,0
"COFFEE 1.1","EN_NPi2020_400","Japan","Secondary Energy|Electricity","EJ/yr",4.485979383303167,"","","","",4.975162355330928,5.56420917804624,7.154980703221392,8.785157525651087,9.077142281329728,9.445414379298049
"COFFEE 1.1","EN_NPi2020_400","Japan","Secondary Energy|Electricity|Coal","EJ/yr",1.186163559422208,"","","","",0.593097556825008,0.0542582643519359,0.2461976632958399,0.43036965764352,0.6236320039603199,0.58330917936864
"COFFEE 1.1","EN_NPi2020_400","Japan","Primary Energy|Oil","EJ/yr",8.592002121599997,"","","","",2.0023168248,2.0023168248,2.0023168248,2.0023168248,2.0023168248,1.1143182528
